tax_id	species	genus	family	order	class	phylum	superkingdom	F153_concat_SUP_FilteredReads	F155_concat_SUP_FilteredReads	F157_concat_SUP_FilteredReads	F159_concat_SUP_FilteredReads	F161_concat_SUP_FilteredReads	F151_concat_SUP_FilteredReads	F149_concat_SUP_FilteredReads	F147_concat_SUP_FilteredReads	F145_concat_SUP_FilteredReads	F143_concat_SUP_FilteredReads	F141_concat_SUP_FilteredReads	F137_concat_SUP_FilteredReads	F136_concat_SUP_FilteredReads	F138_concat_SUP_FilteredReads	F140_concat_SUP_FilteredReads	F142_concat_SUP_FilteredReads	F144_concat_SUP_FilteredReads	F146_concat_SUP_FilteredReads	F148_concat_SUP_FilteredReads	F150_concat_SUP_FilteredReads	F152_concat_SUP_FilteredReads	F154_concat_SUP_FilteredReads	F156_concat_SUP_FilteredReads	F158_concat_SUP_FilteredReads	F160_concat_SUP_FilteredReads	F162_concat_SUP_FilteredReads	F164_concat_SUP_FilteredReads	F166_concat_SUP_FilteredReads	F168_concat_SUP_FilteredReads	F170_concat_SUP_FilteredReads	F139_concat_SUP_FilteredReads	F135_concat_SUP_FilteredReads	F165_concat_SUP_FilteredReads	F167_concat_SUP_FilteredReads	F171_concat_SUP_FilteredReads	F169_concat_SUP_FilteredReads	F172_concat_SUP_FilteredReads	F173_concat_SUP_FilteredReads	F174_concat_SUP_FilteredReads	F118_concat_SUP_FilteredReads
227945	Lactobacillus ultunensis	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria																								11.341837932930789																10.37541441763547
2283160	Psychrobacillus glaciei	Psychrobacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria								19.74657337782352																																
228603	Prevotella shahii	Prevotella	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria	183.6712151957829			162.4524190387627		127.10407414327652	184.75046259437156	23.6654183565855	364.4832330200171		62.231145049966585	97.30629104598502	190.65486317240283	401.7549537420779	102.41051184787332	260.584210255998			74.57228890912015		197.603216407212	42.11664978631558		529.1024029492405	439.5804641907876		199.7989462810804					225.6002538102816	716.6900060807619	82.46965958916981		62.26546699946665	101.46914074009362	54.52238482620407	71.79616188771344	34.90332804210844
2303505	Psychrobacillus sp. AK 1817	Psychrobacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria																																			16.019810193062533					
2316527	Lichenibacterium ramalinae	Lichenibacterium	Lichenibacteriaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria	Bacteria						14.79476907405279																																		
2316528	Lichenibacterium minor	Lichenibacterium	Lichenibacteriaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria	Bacteria						12.257162638964468																																		
2320858	Paenisporosarcina sp. K2R23-3	Paenisporosarcina	Planococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria																																			17.632106983662197					
234827	Candidatus Midichloria mitochondrii	Candidatus Midichloria	Candidatus Midichloriaceae	Rickettsiales	Alphaproteobacteria	Proteobacteria	Bacteria														13.014018644297964						67.51645127786492																				
2358141	Anaerotignum faecicola	Anaerotignum	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria			19.120698176563515			18.44404203198255		24.7969239391831	21.288307346494253	15.867183456514836	68.4675131523996	13.857221985759884	16.895661715062243	48.93650748763075			12.821312843897138	28.99935890754689	16.31337782824792	34.16836490218928	16.150009491245477	12.76215533055008			22.422653357085004	19.533451207918706	39.43869871144801				21.246921185854443		64.37275407751014			36.57824521051914				78.85720491021021
2364787	Alistipes megaguti	Alistipes	Rikenellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria	14.7581549631647		101.37314957107988			86.1855519175501	20.767851887978544	122.09805075732224	158.27454176949564	141.37481619021025		24.356346778629383	21.746087786324907	17.731533788002196		104.59101871122174		63.71603544958561		18.526163528364453	14.196042263048955	36.93107551346229	375.1114923962401	178.46391501727854	14.90661942386862		100.30811047572833	14.27846534820952			11.459783275407505		12.482690550827536			16.057746251216923	37.05823040313233			24.38329027943504
241244	Rummeliibacillus stabekisii	Rummeliibacillus	Planococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria							120.16238342678724									25.071620528609078																								
241425	Crinalium epipsammum	Crinalium	Gomontiellaceae	Oscillatoriales		Cyanobacteria	Bacteria	16.300554973590536	24.90643939627937	20.981478276492474																				35.012662708954345		541.4642997884254								135.38367781128863							
2420306	Serratia sp. FDAARGOS_506	Serratia	Yersiniaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria														24.572488063603995																										
243690	Methylobacterium goesingense	Methylobacterium	Methylobacteriaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria	Bacteria															19.04524676484025																									
246432	Staphylococcus equorum	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria	723.1342518861438	20207.41895847367	126.60981504439832	391.5696436171256			1510.4007755464625	12.194006332973451					72.21766359983359	77.4041550821306		267.3866641437623		15.683479108635568	34.29105680351557				44.172350861215214		222.3524239564013		37.913961015791706						1723.9171405816576					1881.4769657454856		
246787	Bacteroides cellulosilyticus	Bacteroides	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria																16.038477341445546																								
2479367	Buttiauxella sp. 3AFRM03	Buttiauxella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	16.018468487709484	1525.120764102336	69.0297260147441			112.21542043918272		775.690574260142					14.035148068844912	21.920728570861503	398.00547180630366									34.075033175772425		12.05916135180043				16.243946258066924			109.64674859106856			475.89933148342834				
2479767	Blautia sp. SC05B48	Blautia	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	20.2019294319686	30.549475604044964	228.80604029232592	347.52357728813445	45.76097680445513	817.2935651762333	34.59635109138932	263.0776276468531	152.85012507344746	427.18544377623135	422.4449566866351	312.3660912258234	539.4822360518799	892.10480227415	247.20670328412947	277.322983150668	17.343026912123147	192.70788450895216	162.46915103289817	97.4169883544074	93.69955642181326	179.0275007793978	79.33842110807724	394.4623481914286	705.6695523280425	457.7587502468125	319.95599427100746	77.68484848060555	54.01332877833512	19.896720310302825	196.3467996638223	49.00329333002071	760.1743088448809	38.5036618544486		187.3588325724085	97.49346883474443	117.3578064810636	170.32063101367285	429.7500577355332
248039	Mucispirillum schaedleri	Mucispirillum	Deferribacteraceae	Deferribacterales	Deferribacteres	Deferribacteres	Bacteria	92.10620795344458		656.1939074559124	1365.0389376039243		4591.996703355292	410.5504915044472	31.14886500490836	1143.569133401889	963.2456339832274	1048.9085835837916	28.036156351343607	22.04838966752027		328.7808674080038	311.8909593758969	388.0399838821404	798.3176064128886	164.0308012843933		123.19741391627376	151.356701448027			226.97788997567815	298.5839492611626			865.508269841758		14.015396431937996	11.016099733228147	68.02470334458619			1251.7374170433084	93.2231365205889		135.2073608294433	860.4847733953699
2482769	Serratia sp. P2ACOL2	Serratia	Yersiniaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria		11.254161398769329					10.783434843501																										14.136290009352628							
2486578	Rickettsiales endosymbiont of Stachyamoeba lipophora			Rickettsiales	Alphaproteobacteria	Proteobacteria	Bacteria																																	17.871458553260588							
2490851	Pantoea sp. CCBC3-3-1	Pantoea	Erwiniaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria			40.07300889700248					658.7684133637322								12.989287818865792																				28.05569479777484				
2493670	Mesorhizobium sp. M2A.F.Ca.ET.043.02.1.1	Mesorhizobium	Phyllobacteriaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria	Bacteria						25.319968222924125																					26.55272803542088					30.871887063294142								
2493672	Mesorhizobium sp. M1E.F.Ca.ET.045.02.1.1	Mesorhizobium	Phyllobacteriaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria	Bacteria						49.344514565376905																					30.17021465896302					42.67512572956235								
2496265	Jeotgalibaca ciconiae	Jeotgalibaca	Carnobacteriaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria																									607.6196052296235															
2497860	Cellulosilyticum sp. WCF-2	Cellulosilyticum	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria								15.072031453987917					105.11758767590506						37.07316480873306		19.03049483259513		11.024332598176375								41.04508955067556			64.06363695240562						
2498848	Pseudomonas sp. MPC6	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria															21.04999455965878																									
2507159	Clostridium sp. JN-9	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria			24.204146389510758			24.152681727517304		28.40366635033852			68.77345505016616		21.991233635145985		20.42361307310733			23.05750753162392								12.018288965408376	19.985809917986806	16.61633909999604				16.441796072412355	96.2564413833732			15.855437653682513				
2507160	Aminipila sp. JN-18	Aminipila	Clostridiales Family XIII. Incertae Sedis	Clostridiales	Clostridia	Firmicutes	Bacteria	59.64874766301768	29.011464989089507	91.95929527302202	118.71396357419287	92.7764464204468	282.2194805878368	102.98199504316592	57.65088190512569	123.2531184152121	72.1235139634567	186.89690176634912	216.33185731296263	107.37216865575816	68.35450519380429	97.18285377199588	139.4582153613487	24.157325281288543	74.29614482796316	26.15101708578258	457.824839247637	29.99731105693276	39.89593328052361	17.409875240742423	59.78448209756939	86.41938244644217	282.157801401239	91.75493132550471	28.982988518995946	26.01227520926273		132.48285825443753	58.90957792870093	190.26036202140665	22.018013737026973	27.055783439038876	123.00753613658983	98.01639407264702	87.12975843324668	23.17029602844257	91.31981286472102
2507162	Caproiciproducens sp. NJN-50	Caproiciproducens	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria			38.10683879340461	634.3637108024316				23.074414052759888		67.497922490011	98.21101456659336	22.75363031646024	73.41023910669817			31.47499026349673		30.822603341059317	31.95956606405943	35.640181243396405		40.65229696036064	20.141454008984304			141.3962468473761	22.85339423182211	30.211417615985265			13.686764411782091		13.07251052861146			22.036868838033374		25.6633569717218		19.45668127459217
2508168	Luteimonas sp. YGD11-2	Luteimonas	Xanthomonadaceae	Xanthomonadales	Gammaproteobacteria	Proteobacteria	Bacteria																									27.741807203685223															
2529274	Pedobacter changchengzhani	Pedobacter	Sphingobacteriaceae	Sphingobacteriales	Sphingobacteriia	Bacteroidetes	Bacteria	47.09931014015843		88.43688786048847	66.38317333796547			19.95024846251413	90.95018664739575				25.02647708571041	28.149456252138503					134.89420307800572				35.03409905950022					15.5128122367406				23.2077039082232	22.89655800438099	20.67225740264869							
253239	Ethanoligenens harbinense	Ethanoligenens	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	13.216801677291716		23.39217312795126						18.830211132810096																		33.15674809915364	14.663155846706408			27.784285229435227		15.492633860597731							
253257	Lacrimispora amygdalina	Lacrimispora	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	15.741159687881634	19.744797432619357	28.91795677947924	41.88731213623143	47.90017550648982	218.71612579109305	39.13326312770397	11.157765708427176	35.35512049126495	29.85149666356015	47.2285387099144	91.59063659180904	43.71018178919438	64.67941897946442	138.7568468152325	30.40754954612804	19.83875899135677	22.089283468030548	13.594175999473276	105.28959829204403	76.06969210058486	46.43972186283209		29.13964228783457	46.99751073944449	25.943066804067303	54.00814986779388	17.392792234570205	14.89885627321162	27.31429393937864	34.61438302534478	18.105323067917045	36.9603215322675	36.76921722421661	11.655782780481404	48.22582304731239	30.95154372095243	35.221061551608535	26.44115060198589	85.18948717492782
253314	Hungateiclostridium straminisolvens	Hungateiclostridium	Hungateiclostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria														12.403453852769005																										
2546359	Gloeothece verrucosa	Gloeothece	Aphanothecaceae	Chroococcales		Cyanobacteria	Bacteria																									65.8278423515898															
2560057	Terasakiella sp. SH-1	Terasakiella	Methylocystaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria	Bacteria			22.297229612967865																														17.987205807460278							
2562449	Citrobacter sp. SNU WT2	Citrobacter	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria		74.2655280424386													51.20647807053715																									
2562451	Vagococcus sp. CF-49	Vagococcus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria																						31.39249170653008																		
2564099	Ruminococcus sp. JE7A12	Ruminococcus	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria																																								12.487307428421786
2565782	Luteimonas yindakuii	Luteimonas	Xanthomonadaceae	Xanthomonadales	Gammaproteobacteria	Proteobacteria	Bacteria																									29.58511532845646															
2566012	Citrobacter sp. CF971	Citrobacter	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria					22.04311147802																																			
256701	Glutamicibacter arilaitensis	Glutamicibacter	Micrococcaceae	Micrococcales	Actinobacteria	Actinobacteria	Bacteria																								19.041921611489627																
2575375	Pantoea sp. SO10	Pantoea	Erwiniaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	86.09928027693607							139.9940578399382							16.997301853532157	155.71217141898202																	28.695259401002023			13.0252946020437				
2576606	Duncaniella sp. B8	Duncaniella	Muribaculaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria	6236.437719917858	116.15642551318044	3669.827504218763	10769.288914867837	123.8454459536468	4394.033802339575	4062.627700098776	5250.177151178581	10004.607652134611	5773.15002985436	2542.5537237727817	6467.877933516821	2288.2829424436704	3635.636605434624	2433.450432528664	12864.410752905103	813.9231855658162	5636.625160598256	2247.1701153436584	1603.1522132692464	3157.341175209852	3879.543355011925	10044.746882444848	4618.896724186321	2726.376770197847	1865.982804546608	7807.526427730341	2926.1839294455763	120.05855461294227	327.41018233994816	6366.875846622168	1521.2136756623097	10602.497439546718	1127.5125351470217	494.35719375701376	2449.619596678769	954.459370087145	2138.909713008876	1686.4993872032412	1313.1800658516042
2578106	Pedobacter sp. KBS0701	Pedobacter	Sphingobacteriaceae	Sphingobacteriales	Sphingobacteriia	Bacteroidetes	Bacteria																		20.64674242908292																						
2583377	Saccharibacillus brassicae	Saccharibacillus	Paenibacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	12.013853211056752																																							
2585118	Alistipes communis	Alistipes	Rikenellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria								13.40144283080016	18.25664378711935							10.028887966191553		21.672662761181748					19.457396599342683	24.364384721120885			14.634942780594947													
2585119	Alistipes dispar	Alistipes	Rikenellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria	89.32402065282757	24.376644144644253	129.1312607354096	145.33630896578433		59.6293848558754	109.43691852811396	147.80508188896042	60.79222731456673	97.18737055512712	32.67391639792085	218.3512148083652	154.278556453805	53.21672251431068	60.60967318237495	70.44115159577815	26.079688400978306	318.6807778683299		31.158009817590976	36.04602371314305	147.11607769093445	385.86389821178926	283.249585107699	52.24285443689305	40.27602436329888	37.02646238481829	14.51064976730922	45.0212455544935		21.01931879922389	31.4347151825176	146.0898516012582	55.12275612139194	10.330774128610257	29.235324005697063	85.44244618858322	33.411469524041884	41.39000457888717	17.574297861589866
258515	Acetanaerobacterium elongatum	Acetanaerobacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	10.579052067958196			14.726131617244862			14.33133749623622					14.459098289103256		127.58547513465022				10.674354307396609		24.40421388695165					21.21203400807028	12.468605402939884					12.30506612725018									
259063	Anaerocolumna jejuensis	Anaerocolumna	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria																			28.52104628928137										24.510258939255653											
2591635	Wolbachia endosymbiont of Carposina sasakii	Wolbachia	Anaplasmataceae	Rickettsiales	Alphaproteobacteria	Proteobacteria	Bacteria						30.464782239178543								53.72087251734436											36.481931841664064															
2594789	Lachnospiraceae bacterium KGMB03038		Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	12.211392251703458	16.511720586723342	177.8598479576002	27.55068773082315		30.38700175243321	19.564560266482736	44.50499436295189	26.48319978409225	42.48190731178636	85.12899023806104	10.33063148220812	45.41400480553897	86.59378223176692	155.84559374124214	25.76155593071406		20.25669119566592	17.96931509357158	49.2439486582459	58.42627910590821	18.87558940523403		49.723944201130685	88.5902531578618	56.1383616060981	339.88372670916203		11.84908084660908		17.73475081014379	29.551887763039467	58.061923540287744	10.30422545179144	16.871456536281208	41.36009648085864		21.79014592077264		386.4479209104789
2599308	Crassaminicella sp. SY095	Crassaminicella	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria																																	21.83391979439648							
2602015	Hypericibacter terrae	Hypericibacter	Rhodospirillaceae	Rhodospirillales	Alphaproteobacteria	Proteobacteria	Bacteria														24.18415214911792																										
2602016	Hypericibacter adhaerens	Hypericibacter	Rhodospirillaceae	Rhodospirillales	Alphaproteobacteria	Proteobacteria	Bacteria											12.017604243840749			27.991136548075385																										
2603277	Rhizobium sp. WL3	Rhizobium	Rhizobiaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria	Bacteria			19.8371058547426																																					
2607911	Paenibacillus sp. 37	Paenibacillus	Paenibacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria																			31.54045662760969																					
2610895	Flintibacter sp. KGMB00164	Flintibacter		Clostridiales	Clostridia	Firmicutes	Bacteria	1537.157991216494	542.2553858817006	4799.313819369245	956.3381774088396	108.97108002910304	2479.8549957979158	772.1427059887078	3080.029265122772	2791.117659023509	2730.362097297498	7792.829645111946	1093.2377289974042	3573.37858544918	1806.6345029598024	3354.141396036396	4211.444411938152	362.5830669928417	1909.309018546781	1099.3524288971491	2828.9398663692937	1123.4027388211462	1993.0081308951285	773.5293104153843	1228.8776679899436	3948.356861634202	2754.19398674513	3685.997843636577	1382.1245303492865	302.62633194467634	123.65394931774128	6571.494710653983	1011.3000867802868	4239.000324098116	215.43618457850988	275.89953436888135	3953.037513504823	464.64335081204376	1766.8064640371624	1515.046903863132	7441.308824651006
2610896	Streptococcus sp. LPB0220	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria		14.073522848656332			17.12299958476076	36.04785698366473	25.98711151561852	33.86218812395474	38.568620381541		23.921758210339032	40.612161526628825		13.468109956376749							77.94198124857905			10.227057653434036	12.2466417475022				91.46205136360032			29.01724524079231			36.22098291596957					
263475	Viridibacillus arvi	Viridibacillus	Planococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria	10.011544342765712						53.03117175264431	47.3101020805442																17.037508810280194																
265178	Breznakia pachnodae	Breznakia	Erysipelotrichaceae	Erysipelotrichales	Erysipelotrichia	Firmicutes	Bacteria	37.894953801412285		21.104408364146263					14.086252200164925			31.045197195344493		44.15236048315575	15.701897608000246		33.010165423343295			24.804655846672727	19.014572164621104				25.05515960001558			63.93784778893772				27.73550908408584	38.05479507689088	104.18699638483156				33.82239525476081			
267818	Lactobacillus kefiranofaciens	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria																		20.61113559905693						27.33947263785672																26.368276986891345
2685834	Parabacteroides chongii	Parabacteroides	Tannerellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria			14.207655616897869									16.02092593027009																												
270498	Catabacter hongkongensis	Catabacter	Catabacteriaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	160.6018060637283	107.03524046411508	426.8669099772246	71.83229106022013		142.6501238253079	21.02235855628541	261.3693294170988	62.23024458509199	62.07277766552016	287.5927135696556	140.06163434253972	289.28874666969625	119.06619581343725	166.59061497244576	173.3390981873209	74.99148300599808	270.74938665282275	124.73138494511456	111.68549297806074		136.40652747584076	150.6989464007368	253.67085101474697	167.89934077873332	92.28125274507192	209.8638044235099	359.56698360742234	49.85243753361664		327.6171438586818	94.68219707779936	733.4430580727316	107.57274091185472		253.2936976367824	59.07859926774891	148.6780851111331	66.40106127906026	96.83437241972167
2738	Vagococcus fluvialis	Vagococcus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria								12.821756478044705														459.4677387404553														15.591430424370795				
2741	Peptococcus niger	Peptococcus	Peptococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	156.7251425426554	83.08408574044539	283.9828960538838	32.04786935654775		286.0265674290022	78.33772786729507	307.64323361698644	463.6436873419177	278.29265306591475	675.7808738283588	475.1616418325532	292.10083192502606	249.9330677390378	289.9276482370656	433.9644339175008	80.21530310376569	114.56265947999962	161.8564662361625	226.3060559962643	18.02888984140592	236.56393634282963	38.08405806642747	58.1279712350736	470.0945749187456	566.4127470785202	534.8996630799417	250.24789514014392	17.00802609836421		324.6420493671311	78.11416174470868	217.88583609443347	23.022869529770773		301.29946800919066	28.067180887919235	176.37940020243468	149.50238136626908	946.9817081062146
2748	Carnobacterium divergens	Carnobacterium	Carnobacteriaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria								17.031211625818415																												39.077024137962844				
2750	Carnobacterium mobile	Carnobacterium	Carnobacteriaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria							2510.891390378744																																	
2751	Carnobacterium maltaromaticum	Carnobacterium	Carnobacteriaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria		28.04725826906482	28.051037265305364				635.4687162959633	199.02268209885375	11.167419845881303					197.351858147742	33.0785628794638			24.04125317421988				12.139114866414625		75.16548004535379		55.1077758703488					14.015396431937996		514.2075653982752		93.12405717051448	162.32223418712587	39.09357337960179			
2756	Brochothrix thermosphacta	Brochothrix	Listeriaceae	Bacillales	Bacilli	Firmicutes	Bacteria			194.3536153379554					1429.8810519079311																												118.23471379062256				
28038	Lactobacillus curvatus	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria													56.12317283778412																											
28051	Lachnospira multipara	Lachnospira	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria									14.92398721021998				11.706870091316247									10.267274148183056				10.833925091789816		12.740454985707004					40.57032987610559							
28077	Nitrospirillum amazonense	Nitrospirillum	Rhodospirillaceae	Rhodospirillales	Alphaproteobacteria	Proteobacteria	Bacteria				15.695282569310098							16.72620269138293				44.74178427667211							15.665981770301084																		
28090	Acinetobacter lwoffii	Acinetobacter	Moraxellaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria	134.15469419306058		114.65996377634384	18.02692651305811			14.372818448792792	952.490869249144					22.055236071303323		18.042862078530945									32.07060481935095											10.013595008191864	47.45084369807223				
28111	Bacteroides eggerthii	Bacteroides	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria			12.931530438745526	19.719589831346678					112.63896892092257	16.396711581107752		17.972160275225505				61.98894978269112					1128.5255039592887	161.6304227949449			26.018668793235356						53.82184255049639					27.189313666061288				27.755457461156222
28116	Bacteroides ovatus	Bacteroides	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria				62.73498523540326				14.80874368755508												20.78439937977101			81.94275594601642	62.02116845992727				15.022060490504396			24.536875746310244		15.33212834053317							
28117	Alistipes putredinis	Alistipes	Rikenellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria	85.29245870314533	27.53742338128387	65.17290102302834	67.35634067457049		16.275693567300095	25.564546625601427	50.55297771539905	144.54965840034637	115.65738133733528	14.610885610003864	35.60678611811493	150.49330793960914		31.83868525643285	51.30413673176593		255.0657684798228	14.205792432854766		81.47942712982822	40.16125072733036	95.65178103111724	261.5423850899208		15.665728600400977	97.9202284060278	13.424503506296594			27.94593653555275	35.546352555388914	148.19667960128322		10.697775388592662	30.116061932294507	62.54643256264967		25.241363048764796	14.882835226921278
28118	Odoribacter splanchnicus	Odoribacter	Odoribacteraceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria	208.12232253305675	27.04220206480034	65.3533003675153	781.0474459022745		161.8203611381382	81.57580763026789	69.42524014981561	225.2175780427713	38.71983122489226	139.23506926694267	410.9733497639761	335.0286235368028	91.92329526610273	22.631508714670776	443.9175465021447	21.0753780763406	1001.6324529311804	69.91562067944771		32.42271615202537	139.4455988727047	125.61111222895816	303.96829042387225	53.468715150941854	83.48926919435556	81.72585818659155	108.03824077968484	23.691888563239228	14.971913657883611	149.8756984479426	136.28276269703568	281.6744087857254	38.94977242096271		24.479658289328757				22.496659098379915
28125	Prevotella bivia	Prevotella	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria				35.18075551450381		14.45728950862182	16.334729262200824					23.43801661869844	18.239612552733615			22.69619774925648									11.759881168062122		20.036596689560252						14.373193264827064							
28126	Prevotella buccae	Prevotella	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria			49.32789825281722					121.3577974359212																																
28127	Prevotella buccalis	Prevotella	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria				62.0341862719685		23.758718920893948	30.23496719539696					35.01376668106726	21.90448829094908	14.176284705839045		66.1156276290048					24.99499968534639			18.75926599140686	40.56232884437569		43.56811030734321						64.88301457617219					17.707869837339455		
28134	Prevotella oralis	Prevotella	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria			35.58822641133071					50.18732730776688																																
28135	Prevotella oris	Prevotella	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria				32.516787262482936									14.239090190537944														17.325690715056407						30.99158459261452							
28446	Anaerotignum propionicum	Anaerotignum	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria			14.725826037304262								18.35535677547121																													
287948	Helicobacter mastomyrinus	Helicobacter	Helicobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria			13.80668009301215				18.69072212729498						14.556731653020451												42.06082977327932															
288426	Paracoccus marinus	Paracoccus	Rhodobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria	Bacteria																																						13.016275786740309		
288965	Hungateiclostridium clariflavum	Hungateiclostridium	Hungateiclostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	181.30959184360933	15.279641268676563	27.74886330323807					13.91747611939107	35.60820980139753	16.215190032978924	40.3160917064568		40.607800925739305	21.02498439844345		40.01349440170185	31.69732939893413	12.350774124277146	27.32203960598528	35.38655671040352		20.371172629390717	36.21743519054992	43.85991299428395			35.81467264042264	21.512462489683056	24.364735600652367		52.90938042745515	32.14683174884121	20.413080888273782			13.954201614346886	13.677347926502556	14.75538946607897	31.38618904787784	
288966	Lutispora thermophila	Lutispora	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria			26.464639068742887								19.31797632004682		47.455378883874914	13.695868032804048				30.266342374603973	21.04409715814052				21.065329459562665			15.324027292307871		73.73822888265941			43.76091564116888		37.55579219448956							
28901	Salmonella enterica	Salmonella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria							16.34846864209478																																	
290052	Acetivibrio ethanolgignens	Acetivibrio	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria			71.05696742682525			26.41391162938021	51.5135541560405	154.51146362396364	101.93705556012088	81.21483313956462	117.72155946369884	40.84751321922598	72.34092254208447	38.179421802158224	251.84068043928616	69.97263110973543	28.6034501502794	80.48241498673087	19.50242562200153	289.388554754816		33.64665307905414	375.5376755034291	56.32406730574497	70.28598002512584	281.1534246010051	110.57052982013262	82.20798660715707	16.115902966406242		42.94142018699432	23.643847196478085	314.6791167427975			74.58075024189472	16.317400580824827	26.381692149812142	33.31946161470391	185.5657827456988
290053	Bacteroides helcogenes	Bacteroides	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria	57.95337012659775			17.69958412491878		32.804980138011175	21.341653561474203				26.659731877604667	17.66111817539774				46.6721869286777		28.00450106032058	48.709427373353776								30.911024908162457				21.87809567841052	51.13061564474678								
